event_id,timestamp,event_type,username,source_ip,destination_ip,destination_port,protocol,action,success,country
EVT-0557,2026-08-19 18:08:24,network,,10.0.1.14,10.0.2.13,80.0,TCP,connection,True,
EVT-0510,2026-08-19 18:12:29,network,,10.0.1.10,10.0.2.12,443.0,TCP,connection,True,
EVT-0449,2026-08-19 18:26:02,network,,10.0.1.14,10.0.2.11,53.0,TCP,connection,True,
EVT-0512,2026-08-19 19:54:29,network,,10.0.1.14,10.0.2.11,80.0,TCP,connection,True,
EVT-0641,2026-08-19 20:23:11,network,,10.0.1.13,10.0.2.10,80.0,TCP,connection,True,
EVT-0499,2026-08-19 20:29:49,network,,10.0.1.14,10.0.2.11,80.0,TCP,connection,True,
EVT-0654,2026-08-19 20:41:31,network,,10.0.1.14,10.0.2.13,22.0,TCP,connection,True,
EVT-0423,2026-08-19 21:11:49,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0569,2026-08-19 21:17:33,network,,10.0.1.10,10.0.2.12,22.0,TCP,connection,True,
EVT-0665,2026-08-19 22:32:25,network,,10.0.1.10,10.0.2.10,53.0,TCP,connection,True,
EVT-0666,2026-08-19 23:38:28,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0483,2026-08-19 23:50:04,network,,10.0.1.12,10.0.2.12,53.0,TCP,connection,True,
EVT-0567,2026-08-20 00:33:50,network,,10.0.1.12,10.0.2.11,80.0,TCP,connection,True,
EVT-0629,2026-08-20 01:24:06,network,,10.0.1.13,10.0.2.11,53.0,TCP,connection,True,
EVT-0390,2026-08-20 01:59:59,network,,10.0.1.12,10.0.2.12,22.0,TCP,connection,True,
EVT-0580,2026-08-20 02:31:49,network,,10.0.1.11,10.0.2.11,53.0,TCP,connection,True,
EVT-0402,2026-08-20 02:38:06,network,,10.0.1.12,10.0.2.12,443.0,TCP,connection,True,
EVT-0608,2026-08-20 03:14:01,network,,10.0.1.12,10.0.2.10,443.0,TCP,connection,True,
EVT-0487,2026-08-20 03:44:12,network,,10.0.1.13,10.0.2.12,53.0,TCP,connection,True,
EVT-0555,2026-08-20 04:03:50,network,,10.0.1.11,10.0.2.13,443.0,TCP,connection,True,
EVT-0689,2026-08-20 04:11:20,network,,10.0.1.10,10.0.2.10,443.0,TCP,connection,True,
EVT-0381,2026-08-20 04:50:49,network,,10.0.1.14,10.0.2.11,22.0,TCP,connection,True,
EVT-0463,2026-08-20 05:52:54,network,,10.0.1.10,10.0.2.10,22.0,TCP,connection,True,
EVT-0542,2026-08-20 05:57:41,network,,10.0.1.11,10.0.2.10,443.0,TCP,connection,True,
EVT-0616,2026-08-20 06:11:58,network,,10.0.1.12,10.0.2.10,22.0,TCP,connection,True,
EVT-0166,2026-08-20 07:05:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0659,2026-08-20 07:28:49,network,,10.0.1.12,10.0.2.12,443.0,TCP,connection,True,
EVT-0111,2026-08-20 07:37:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0159,2026-08-20 07:47:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0317,2026-08-20 07:55:00,authentication,lwilson,10.0.1.13,,,,login,True,UK
EVT-0279,2026-08-20 07:58:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0263,2026-08-20 08:01:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0305,2026-08-20 08:03:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0008,2026-08-20 08:05:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0367,2026-08-20 08:05:25,network,,10.0.1.14,10.0.2.13,53.0,TCP,connection,True,
EVT-0022,2026-08-20 08:24:00,authentication,lwilson,10.0.1.13,,,,login,True,UK
EVT-0601,2026-08-20 08:24:43,network,,10.0.1.13,10.0.2.11,80.0,TCP,connection,True,
EVT-0093,2026-08-20 08:26:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0265,2026-08-20 09:01:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0125,2026-08-20 09:23:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0104,2026-08-20 09:26:00,authentication,agarcia,10.0.1.13,,,,login,True,UK
EVT-0025,2026-08-20 10:00:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0073,2026-08-20 10:01:00,authentication,agarcia,10.0.1.12,,,,login,True,UK
EVT-0183,2026-08-20 10:02:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0252,2026-08-20 10:26:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0162,2026-08-20 10:33:00,authentication,jsmith,10.0.1.12,,,,login,True,UK
EVT-0179,2026-08-20 10:34:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0327,2026-08-20 10:44:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0630,2026-08-20 10:51:54,network,,10.0.1.10,10.0.2.12,22.0,TCP,connection,True,
EVT-0054,2026-08-20 11:07:00,authentication,jsmith,10.0.1.14,,,,login,True,UK
EVT-0077,2026-08-20 11:21:00,authentication,jsmith,10.0.1.10,,,,login,True,UK
EVT-0175,2026-08-20 11:35:00,authentication,mthomas,10.0.1.11,,,,login,True,UK
EVT-0448,2026-08-20 11:51:46,network,,10.0.1.13,10.0.2.12,53.0,TCP,connection,True,
EVT-0596,2026-08-20 11:51:50,network,,10.0.1.11,10.0.2.10,22.0,TCP,connection,True,
EVT-0198,2026-08-20 11:54:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0482,2026-08-20 12:04:10,network,,10.0.1.13,10.0.2.12,443.0,TCP,connection,True,
EVT-0652,2026-08-20 12:09:36,network,,10.0.1.14,10.0.2.10,22.0,TCP,connection,True,
EVT-0044,2026-08-20 12:15:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0437,2026-08-20 12:19:24,network,,10.0.1.11,10.0.2.13,53.0,TCP,connection,True,
EVT-0338,2026-08-20 12:20:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0624,2026-08-20 12:21:47,network,,10.0.1.10,10.0.2.11,80.0,TCP,connection,True,
EVT-0413,2026-08-20 12:29:47,network,,10.0.1.14,10.0.2.12,443.0,TCP,connection,True,
EVT-0109,2026-08-20 12:31:00,authentication,agarcia,10.0.1.12,,,,login,False,UK
EVT-0419,2026-08-20 12:32:26,network,,10.0.1.13,10.0.2.10,443.0,TCP,connection,True,
EVT-0330,2026-08-20 12:38:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0370,2026-08-20 12:56:16,network,,10.0.1.12,10.0.2.13,80.0,TCP,connection,True,
EVT-0331,2026-08-20 13:02:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0257,2026-08-20 13:07:00,authentication,jsmith,10.0.1.14,,,,login,True,UK
EVT-0164,2026-08-20 13:21:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0165,2026-08-20 13:44:00,authentication,agarcia,10.0.1.13,,,,login,True,UK
EVT-0121,2026-08-20 13:45:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0453,2026-08-20 13:46:50,network,,10.0.1.12,10.0.2.11,53.0,TCP,connection,True,
EVT-0337,2026-08-20 13:48:00,authentication,admin01,10.0.1.11,,,,login,False,UK
EVT-0400,2026-08-20 13:59:58,network,,10.0.1.10,10.0.2.13,443.0,TCP,connection,True,
EVT-0168,2026-08-20 14:03:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0256,2026-08-20 14:17:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0361,2026-08-20 14:21:38,network,,10.0.1.11,10.0.2.12,80.0,TCP,connection,True,
EVT-0216,2026-08-20 14:23:00,authentication,agarcia,10.0.1.14,,,,login,True,UK
EVT-0094,2026-08-20 14:25:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0605,2026-08-20 14:41:56,network,,10.0.1.14,10.0.2.11,22.0,TCP,connection,True,
EVT-0239,2026-08-20 14:46:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0326,2026-08-20 14:47:00,authentication,admin01,10.0.1.13,,,,login,True,UK
EVT-0238,2026-08-20 14:56:00,authentication,agarcia,10.0.1.12,,,,login,True,UK
EVT-0089,2026-08-20 15:28:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0180,2026-08-20 15:29:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0446,2026-08-20 15:35:20,network,,10.0.1.12,10.0.2.13,443.0,TCP,connection,True,
EVT-0275,2026-08-20 15:40:00,authentication,jsmith,10.0.1.12,,,,login,True,UK
EVT-0134,2026-08-20 15:50:00,authentication,mthomas,10.0.1.12,,,,login,False,UK
EVT-0017,2026-08-20 15:56:00,authentication,agarcia,10.0.1.13,,,,login,True,UK
EVT-0034,2026-08-20 16:07:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0004,2026-08-20 16:14:00,authentication,agarcia,10.0.1.12,,,,login,True,UK
EVT-0588,2026-08-20 16:14:04,network,,10.0.1.11,10.0.2.11,22.0,TCP,connection,True,
EVT-0525,2026-08-20 16:22:55,network,,10.0.1.10,10.0.2.13,22.0,TCP,connection,True,
EVT-0289,2026-08-20 16:41:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0273,2026-08-20 16:43:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0489,2026-08-20 16:52:50,network,,10.0.1.13,10.0.2.12,22.0,TCP,connection,True,
EVT-0591,2026-08-20 16:54:07,network,,10.0.1.10,10.0.2.11,80.0,TCP,connection,True,
EVT-0099,2026-08-20 16:57:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0181,2026-08-20 17:14:00,authentication,agarcia,10.0.1.13,,,,login,True,UK
EVT-0106,2026-08-20 17:30:00,authentication,jsmith,10.0.1.12,,,,login,False,UK
EVT-0280,2026-08-20 17:32:00,authentication,admin01,10.0.1.10,,,,login,True,UK
EVT-0264,2026-08-20 17:36:00,authentication,admin01,10.0.1.13,,,,login,True,UK
EVT-0163,2026-08-20 17:40:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0019,2026-08-20 17:57:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0488,2026-08-20 18:18:47,network,,10.0.1.13,10.0.2.11,80.0,TCP,connection,True,
EVT-0656,2026-08-20 18:44:15,network,,10.0.1.10,10.0.2.13,80.0,TCP,connection,True,
EVT-0716,2026-08-20 19:00:00,network,,198.51.100.20,10.0.2.10,21.0,TCP,connection,False,
EVT-0717,2026-08-20 19:00:03,network,,198.51.100.20,10.0.2.10,22.0,TCP,connection,False,
EVT-0718,2026-08-20 19:00:06,network,,198.51.100.20,10.0.2.10,23.0,TCP,connection,False,
EVT-0719,2026-08-20 19:00:09,network,,198.51.100.20,10.0.2.10,25.0,TCP,connection,False,
EVT-0720,2026-08-20 19:00:12,network,,198.51.100.20,10.0.2.10,53.0,TCP,connection,False,
EVT-0721,2026-08-20 19:00:15,network,,198.51.100.20,10.0.2.10,80.0,TCP,connection,False,
EVT-0722,2026-08-20 19:00:18,network,,198.51.100.20,10.0.2.10,110.0,TCP,connection,False,
EVT-0723,2026-08-20 19:00:21,network,,198.51.100.20,10.0.2.10,135.0,TCP,connection,False,
EVT-0724,2026-08-20 19:00:24,network,,198.51.100.20,10.0.2.10,139.0,TCP,connection,False,
EVT-0725,2026-08-20 19:00:27,network,,198.51.100.20,10.0.2.10,143.0,TCP,connection,False,
EVT-0726,2026-08-20 19:00:30,network,,198.51.100.20,10.0.2.10,443.0,TCP,connection,False,
EVT-0727,2026-08-20 19:00:33,network,,198.51.100.20,10.0.2.10,445.0,TCP,connection,False,
EVT-0728,2026-08-20 19:00:36,network,,198.51.100.20,10.0.2.10,3389.0,TCP,connection,False,
EVT-0573,2026-08-20 19:24:58,network,,10.0.1.11,10.0.2.11,22.0,TCP,connection,True,
EVT-0672,2026-08-20 19:29:16,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0374,2026-08-20 19:50:21,network,,10.0.1.14,10.0.2.12,53.0,TCP,connection,True,
EVT-0464,2026-08-20 20:24:35,network,,10.0.1.13,10.0.2.10,22.0,TCP,connection,True,
EVT-0679,2026-08-20 20:24:47,network,,10.0.1.10,10.0.2.11,80.0,TCP,connection,True,
EVT-0432,2026-08-20 22:14:34,network,,10.0.1.11,10.0.2.10,53.0,TCP,connection,True,
EVT-0642,2026-08-20 22:16:14,network,,10.0.1.12,10.0.2.10,53.0,TCP,connection,True,
EVT-0570,2026-08-20 22:32:23,network,,10.0.1.10,10.0.2.13,53.0,TCP,connection,True,
EVT-0424,2026-08-20 22:55:58,network,,10.0.1.13,10.0.2.13,22.0,TCP,connection,True,
EVT-0692,2026-08-20 23:24:00,network,,10.0.1.10,10.0.2.11,80.0,TCP,connection,True,
EVT-0385,2026-08-21 00:49:39,network,,10.0.1.13,10.0.2.10,53.0,TCP,connection,True,
EVT-0352,2026-08-21 00:58:55,network,,10.0.1.10,10.0.2.10,53.0,TCP,connection,True,
EVT-0478,2026-08-21 01:35:32,network,,10.0.1.13,10.0.2.10,22.0,TCP,connection,True,
EVT-0563,2026-08-21 02:40:48,network,,10.0.1.10,10.0.2.12,443.0,TCP,connection,True,
EVT-0515,2026-08-21 03:08:36,network,,10.0.1.13,10.0.2.13,53.0,TCP,connection,True,
EVT-0565,2026-08-21 03:38:03,network,,10.0.1.12,10.0.2.11,22.0,TCP,connection,True,
EVT-0378,2026-08-21 03:47:53,network,,10.0.1.12,10.0.2.12,443.0,TCP,connection,True,
EVT-0516,2026-08-21 04:34:44,network,,10.0.1.11,10.0.2.11,443.0,TCP,connection,True,
EVT-0407,2026-08-21 05:06:11,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0442,2026-08-21 05:38:38,network,,10.0.1.10,10.0.2.10,53.0,TCP,connection,True,
EVT-0606,2026-08-21 06:22:30,network,,10.0.1.14,10.0.2.13,80.0,TCP,connection,True,
EVT-0585,2026-08-21 07:05:37,network,,10.0.1.10,10.0.2.11,443.0,TCP,connection,True,
EVT-0470,2026-08-21 07:08:50,network,,10.0.1.10,10.0.2.12,22.0,TCP,connection,True,
EVT-0503,2026-08-21 07:44:28,network,,10.0.1.12,10.0.2.10,80.0,TCP,connection,True,
EVT-0096,2026-08-21 08:15:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0035,2026-08-21 08:35:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0466,2026-08-21 09:14:13,network,,10.0.1.14,10.0.2.13,80.0,TCP,connection,True,
EVT-0344,2026-08-21 09:34:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0124,2026-08-21 09:41:00,authentication,admin01,10.0.1.13,,,,login,True,UK
EVT-0013,2026-08-21 09:46:00,authentication,lwilson,10.0.1.13,,,,login,True,UK
EVT-0523,2026-08-21 09:48:46,network,,10.0.1.13,10.0.2.11,443.0,TCP,connection,True,
EVT-0026,2026-08-21 09:58:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0559,2026-08-21 10:00:16,network,,10.0.1.11,10.0.2.10,22.0,TCP,connection,True,
EVT-0242,2026-08-21 10:03:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0226,2026-08-21 10:16:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0020,2026-08-21 10:31:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0132,2026-08-21 11:00:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0729,2026-08-21 11:17:00,authentication,admin01,203.0.113.10,,,,login,True,Germany
EVT-0653,2026-08-21 11:50:18,network,,10.0.1.14,10.0.2.12,443.0,TCP,connection,True,
EVT-0023,2026-08-21 11:55:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0244,2026-08-21 12:19:00,authentication,jsmith,10.0.1.14,,,,login,True,UK
EVT-0065,2026-08-21 12:31:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0158,2026-08-21 12:34:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0032,2026-08-21 12:55:00,authentication,agarcia,10.0.1.11,,,,login,True,UK
EVT-0072,2026-08-21 13:47:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0336,2026-08-21 14:02:00,authentication,admin01,10.0.1.13,,,,login,True,UK
EVT-0081,2026-08-21 14:32:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0300,2026-08-21 14:33:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0386,2026-08-21 14:35:20,network,,10.0.1.13,10.0.2.13,80.0,TCP,connection,True,
EVT-0490,2026-08-21 14:37:34,network,,10.0.1.11,10.0.2.10,443.0,TCP,connection,True,
EVT-0052,2026-08-21 14:58:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0194,2026-08-21 15:09:00,authentication,agarcia,10.0.1.12,,,,login,True,UK
EVT-0283,2026-08-21 15:10:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0218,2026-08-21 15:26:00,authentication,jsmith,10.0.1.12,,,,login,True,UK
EVT-0136,2026-08-21 15:33:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0545,2026-08-21 15:33:43,network,,10.0.1.13,10.0.2.10,22.0,TCP,connection,True,
EVT-0677,2026-08-21 15:57:03,network,,10.0.1.14,10.0.2.13,80.0,TCP,connection,True,
EVT-0230,2026-08-21 16:06:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0056,2026-08-21 16:20:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0310,2026-08-21 16:27:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0316,2026-08-21 16:32:00,authentication,jsmith,10.0.1.14,,,,login,True,UK
EVT-0206,2026-08-21 16:58:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0055,2026-08-21 17:02:00,authentication,agarcia,10.0.1.13,,,,login,True,UK
EVT-0372,2026-08-21 17:04:24,network,,10.0.1.14,10.0.2.13,80.0,TCP,connection,True,
EVT-0433,2026-08-21 17:14:52,network,,10.0.1.14,10.0.2.12,80.0,TCP,connection,True,
EVT-0236,2026-08-21 17:18:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0087,2026-08-21 17:19:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0278,2026-08-21 17:32:00,authentication,jsmith,10.0.1.14,,,,login,True,UK
EVT-0681,2026-08-21 17:54:10,network,,10.0.1.14,10.0.2.11,80.0,TCP,connection,True,
EVT-0612,2026-08-21 18:51:47,network,,10.0.1.12,10.0.2.10,80.0,TCP,connection,True,
EVT-0576,2026-08-21 19:07:32,network,,10.0.1.10,10.0.2.11,53.0,TCP,connection,True,
EVT-0528,2026-08-21 19:34:17,network,,10.0.1.14,10.0.2.11,80.0,TCP,connection,True,
EVT-0609,2026-08-21 19:49:37,network,,10.0.1.11,10.0.2.11,22.0,TCP,connection,True,
EVT-0611,2026-08-21 20:22:59,network,,10.0.1.11,10.0.2.11,53.0,TCP,connection,True,
EVT-0650,2026-08-21 20:35:20,network,,10.0.1.12,10.0.2.13,22.0,TCP,connection,True,
EVT-0508,2026-08-21 21:24:00,network,,10.0.1.11,10.0.2.11,80.0,TCP,connection,True,
EVT-0439,2026-08-21 21:26:35,network,,10.0.1.14,10.0.2.11,443.0,TCP,connection,True,
EVT-0506,2026-08-21 21:29:14,network,,10.0.1.13,10.0.2.11,53.0,TCP,connection,True,
EVT-0457,2026-08-21 22:23:03,network,,10.0.1.14,10.0.2.13,443.0,TCP,connection,True,
EVT-0604,2026-08-21 23:03:05,network,,10.0.1.12,10.0.2.13,53.0,TCP,connection,True,
EVT-0436,2026-08-21 23:03:22,network,,10.0.1.13,10.0.2.12,443.0,TCP,connection,True,
EVT-0382,2026-08-21 23:10:33,network,,10.0.1.14,10.0.2.13,53.0,TCP,connection,True,
EVT-0388,2026-08-21 23:12:15,network,,10.0.1.12,10.0.2.12,53.0,TCP,connection,True,
EVT-0494,2026-08-21 23:37:25,network,,10.0.1.14,10.0.2.13,22.0,TCP,connection,True,
EVT-0522,2026-08-22 00:07:36,network,,10.0.1.10,10.0.2.12,80.0,TCP,connection,True,
EVT-0377,2026-08-22 00:08:20,network,,10.0.1.14,10.0.2.12,53.0,TCP,connection,True,
EVT-0607,2026-08-22 00:20:24,network,,10.0.1.12,10.0.2.11,22.0,TCP,connection,True,
EVT-0636,2026-08-22 01:53:31,network,,10.0.1.11,10.0.2.10,80.0,TCP,connection,True,
EVT-0549,2026-08-22 02:00:39,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0513,2026-08-22 02:05:43,network,,10.0.1.11,10.0.2.12,22.0,TCP,connection,True,
EVT-0613,2026-08-22 02:09:36,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0598,2026-08-22 02:16:58,network,,10.0.1.10,10.0.2.10,22.0,TCP,connection,True,
EVT-0603,2026-08-22 03:39:15,network,,10.0.1.12,10.0.2.13,443.0,TCP,connection,True,
EVT-0660,2026-08-22 04:05:12,network,,10.0.1.13,10.0.2.11,443.0,TCP,connection,True,
EVT-0511,2026-08-22 04:20:38,network,,10.0.1.13,10.0.2.13,22.0,TCP,connection,True,
EVT-0447,2026-08-22 04:22:19,network,,10.0.1.12,10.0.2.12,443.0,TCP,connection,True,
EVT-0452,2026-08-22 04:43:21,network,,10.0.1.12,10.0.2.13,443.0,TCP,connection,True,
EVT-0369,2026-08-22 04:43:30,network,,10.0.1.12,10.0.2.10,22.0,TCP,connection,True,
EVT-0497,2026-08-22 04:43:41,network,,10.0.1.13,10.0.2.12,443.0,TCP,connection,True,
EVT-0406,2026-08-22 04:57:25,network,,10.0.1.13,10.0.2.12,22.0,TCP,connection,True,
EVT-0558,2026-08-22 05:11:48,network,,10.0.1.13,10.0.2.10,22.0,TCP,connection,True,
EVT-0391,2026-08-22 05:34:24,network,,10.0.1.13,10.0.2.12,53.0,TCP,connection,True,
EVT-0431,2026-08-22 05:45:55,network,,10.0.1.10,10.0.2.11,22.0,TCP,connection,True,
EVT-0674,2026-08-22 05:53:53,network,,10.0.1.12,10.0.2.12,80.0,TCP,connection,True,
EVT-0645,2026-08-22 05:55:59,network,,10.0.1.13,10.0.2.11,443.0,TCP,connection,True,
EVT-0394,2026-08-22 06:17:08,network,,10.0.1.10,10.0.2.11,53.0,TCP,connection,True,
EVT-0574,2026-08-22 06:47:41,network,,10.0.1.13,10.0.2.11,80.0,TCP,connection,True,
EVT-0459,2026-08-22 07:17:34,network,,10.0.1.12,10.0.2.10,443.0,TCP,connection,True,
EVT-0552,2026-08-22 07:24:22,network,,10.0.1.13,10.0.2.12,53.0,TCP,connection,True,
EVT-0313,2026-08-22 07:32:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0231,2026-08-22 07:50:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0185,2026-08-22 08:09:00,authentication,mthomas,10.0.1.11,,,,login,True,UK
EVT-0339,2026-08-22 08:11:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0001,2026-08-22 08:17:00,authentication,jsmith,10.0.1.11,,,,login,True,UK
EVT-0633,2026-08-22 08:27:41,network,,10.0.1.11,10.0.2.13,53.0,TCP,connection,True,
EVT-0115,2026-08-22 08:34:00,authentication,mthomas,10.0.1.12,,,,login,False,UK
EVT-0699,2026-08-22 08:37:32,network,,10.0.1.11,10.0.2.10,80.0,TCP,connection,True,
EVT-0171,2026-08-22 08:38:00,authentication,jsmith,10.0.1.11,,,,login,True,UK
EVT-0694,2026-08-22 08:40:46,network,,10.0.1.11,10.0.2.11,80.0,TCP,connection,True,
EVT-0290,2026-08-22 08:42:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0138,2026-08-22 09:12:00,authentication,agarcia,10.0.1.14,,,,login,True,UK
EVT-0154,2026-08-22 09:14:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0220,2026-08-22 09:23:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0328,2026-08-22 09:27:00,authentication,admin01,10.0.1.14,,,,login,False,UK
EVT-0036,2026-08-22 09:40:00,authentication,jsmith,10.0.1.10,,,,login,False,UK
EVT-0203,2026-08-22 09:41:00,authentication,agarcia,10.0.1.13,,,,login,False,UK
EVT-0122,2026-08-22 09:49:00,authentication,agarcia,10.0.1.14,,,,login,True,UK
EVT-0090,2026-08-22 10:05:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0021,2026-08-22 10:10:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0683,2026-08-22 10:14:22,network,,10.0.1.11,10.0.2.12,443.0,TCP,connection,True,
EVT-0033,2026-08-22 10:19:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0005,2026-08-22 10:27:00,authentication,jsmith,10.0.1.11,,,,login,True,UK
EVT-0422,2026-08-22 10:34:03,network,,10.0.1.10,10.0.2.13,22.0,TCP,connection,True,
EVT-0251,2026-08-22 10:40:00,authentication,jsmith,10.0.1.10,,,,login,True,UK
EVT-0315,2026-08-22 10:42:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0544,2026-08-22 11:00:13,network,,10.0.1.13,10.0.2.10,53.0,TCP,connection,True,
EVT-0071,2026-08-22 11:15:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0012,2026-08-22 11:17:00,authentication,admin01,10.0.1.10,,,,login,True,UK
EVT-0133,2026-08-22 11:26:00,authentication,jsmith,10.0.1.11,,,,login,True,UK
EVT-0085,2026-08-22 11:26:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0380,2026-08-22 11:26:37,network,,10.0.1.12,10.0.2.10,443.0,TCP,connection,True,
EVT-0197,2026-08-22 11:27:00,authentication,lwilson,10.0.1.13,,,,login,True,UK
EVT-0675,2026-08-22 11:30:04,network,,10.0.1.12,10.0.2.12,80.0,TCP,connection,True,
EVT-0222,2026-08-22 11:40:00,authentication,jsmith,10.0.1.10,,,,login,True,UK
EVT-0319,2026-08-22 11:42:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0445,2026-08-22 11:47:48,network,,10.0.1.13,10.0.2.11,53.0,TCP,connection,True,
EVT-0195,2026-08-22 12:00:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0318,2026-08-22 12:01:00,authentication,admin01,10.0.1.10,,,,login,True,UK
EVT-0243,2026-08-22 12:07:00,authentication,lwilson,10.0.1.13,,,,login,True,UK
EVT-0178,2026-08-22 12:19:00,authentication,jsmith,10.0.1.14,,,,login,True,UK
EVT-0253,2026-08-22 12:20:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0697,2026-08-22 12:21:57,network,,10.0.1.13,10.0.2.12,53.0,TCP,connection,True,
EVT-0014,2026-08-22 12:44:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0493,2026-08-22 12:45:27,network,,10.0.1.13,10.0.2.10,443.0,TCP,connection,True,
EVT-0678,2026-08-22 12:46:01,network,,10.0.1.13,10.0.2.12,80.0,TCP,connection,True,
EVT-0084,2026-08-22 12:54:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0286,2026-08-22 12:54:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0350,2026-08-22 13:04:00,authentication,agarcia,10.0.1.14,,,,login,True,UK
EVT-0465,2026-08-22 13:05:31,network,,10.0.1.13,10.0.2.12,22.0,TCP,connection,True,
